,ID,label,POS tags
8428,GO:0061395,positive regulation of transcription from RNA polymerase II promoter in response to arsenic-containing substance,ADJ | NOUN | ADP | NOUN | ADP | NOUN | NOUN | NOUN | NOUN | ADP | NOUN | ADP | NOUN | NOUN
8429,GO:0072275,metanephric glomerulus morphogenesis,ADJ | NOUN | NOUN
8430,GO:0106263,1-acylglycerophosphoserine O-acyltransferase activity,NOUN | NOUN | NOUN
8431,GO:1901648,regulation of actomyosin contractile ring localization,NOUN | ADP | NOUN | ADJ | NOUN | NOUN
8432,GO:0018659,4-hydroxybenzoate 3-monooxygenase activity,NOUN | NOUN | NOUN
8433,GO:0060655,branching involved in mammary gland cord morphogenesis,NOUN | ADJ | ADP | ADJ | NOUN | NOUN | NOUN
8434,GO:0018916,nitrobenzene metabolic process,ADJ | ADJ | NOUN
8435,GO:0046901,tetrahydrofolylpolyglutamate biosynthetic process,NOUN | ADJ | NOUN
8436,GO:0051886,negative regulation of timing of anagen,ADJ | NOUN | ADP | NOUN | ADP | NOUN
8437,GO:0044093,positive regulation of molecular function,ADJ | NOUN | ADP | ADJ | NOUN
8438,GO:0051349,positive regulation of lyase activity,ADJ | NOUN | ADP | NOUN | NOUN
8439,GO:0019243,methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione,ADJ | ADJ | NOUN | ADP | NOUN | ADP | NOUN
8440,GO:0060870,cell wall disassembly involved in floral organ abscission,NOUN | NOUN | NOUN | VERB | ADP | ADJ | NOUN | NOUN
8441,GO:1903008,organelle disassembly,NOUN | NOUN
8442,GO:0046103,inosine biosynthetic process,NOUN | ADJ | NOUN
8443,GO:0120179,adherens junction disassembly,PROPN | NOUN | NOUN
8444,GO:0102983,"xylogalacturonan beta-1,3-xylosyltransferase activity",NOUN | NOUN | NOUN
8445,GO:2000803,endosomal signal transduction,ADJ | NOUN | NOUN
8446,GO:2000084,regulation of mesenchymal to epithelial transition involved in mesonephros morphogenesis,NOUN | ADP | ADJ | ADP | ADJ | NOUN | VERB | ADP | ADJ | NOUN
8447,GO:0106291,superoxide-generating NADH oxidase activity.,VERB | NOUN | NOUN | NOUN
8448,GO:0071864,positive regulation of cell proliferation in bone marrow,ADJ | NOUN | ADP | NOUN | NOUN | ADP | NOUN | NOUN
8449,GO:0061896,"all-trans retinol 3,4-desaturase activity",ADJ | NOUN | NOUN | NOUN
8450,GO:0047486,chondroitin ABC lyase activity,NOUN | NOUN | NOUN | NOUN
8451,GO:0008689,3-demethylubiquinone-9 3-O-methyltransferase activity,NOUN | NOUN | NOUN
8452,GO:0052793,pectin acetylesterase activity,NOUN | NOUN | NOUN
8453,GO:1990053,DNA-5-methylcytosine glycosylase activity,NOUN | NOUN | NOUN
8454,GO:0048224,lignin network,NOUN | NOUN
8455,GO:0098528,skeletal muscle fiber differentiation,ADJ | NOUN | NOUN | NOUN
8456,GO:1900583,o-orsellinic acid catabolic process,ADJ | NOUN | ADJ | NOUN
8457,GO:0018606,benzenesulfonate dioxygenase activity,NOUN | NOUN | NOUN
8458,GO:0035340,inosine transport,ADJ | NOUN
8459,GO:0071708,immunoglobulin light chain V-J recombination,NOUN | ADJ | NOUN | NOUN | NOUN
8460,GO:0004517,nitric-oxide synthase activity,NOUN | NOUN | NOUN
8461,GO:0002762,negative regulation of myeloid leukocyte differentiation,ADJ | NOUN | ADP | ADJ | NOUN | NOUN
8462,GO:2000388,positive regulation of antral ovarian follicle growth,ADJ | NOUN | ADP | ADJ | ADJ | NOUN | NOUN
8463,GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,ADJ | NOUN | ADP | ADJ | ADJ | NOUN | NOUN
8464,GO:1905168,positive regulation of double-strand break repair via homologous recombination,ADJ | NOUN | ADP | NOUN | NOUN | NOUN | ADP | ADJ | NOUN
8465,GO:0099026,anchored component of presynaptic membrane,VERB | NOUN | ADP | ADJ | NOUN
8466,GO:0047431,"3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase activity",NOUN | NOUN | NOUN
8467,GO:0110024,positive regulation of cardiac muscle myoblast proliferation,ADJ | NOUN | ADP | ADJ | NOUN | NOUN | NOUN
8468,GO:1902120,negative regulation of meiotic spindle elongation,ADJ | NOUN | ADP | ADJ | NOUN | NOUN
8469,GO:1903056,regulation of melanosome organization,NOUN | ADP | ADJ | NOUN
8470,GO:0018522,benzoyl-CoA reductase activity,NOUN | ADJ | NOUN
8471,GO:0015574,trehalose transmembrane transporter activity,NOUN | NOUN | NOUN | NOUN
8472,GO:0019228,neuronal action potential,ADJ | NOUN | ADJ
8473,GO:0009302,sno(s)RNA transcription,NOUN | NOUN
8474,GO:0034350,regulation of glial cell apoptotic process,NOUN | ADP | ADJ | NOUN | ADJ | NOUN
8475,GO:0009322,trimethylamine-N-oxide reductase complex,NOUN | NOUN | NOUN
8476,GO:0102284,L-threo-sphinganine reductase activity,NOUN | NOUN | NOUN
8477,GO:0045911,positive regulation of DNA recombination,ADJ | NOUN | ADP | NOUN | NOUN
8478,GO:0031584,activation of phospholipase D activity,NOUN | ADP | NOUN | NOUN | NOUN
8479,GO:0018227,peptidyl-S-12-hydroxyfarnesyl-L-cysteine biosynthetic process from peptidyl-cysteine,NOUN | ADJ | NOUN | ADP | NOUN
8480,GO:0004164,diphthine synthase activity,NOUN | NOUN | NOUN
8481,GO:0043125,ErbB-3 class receptor binding,NOUN | NOUN | NOUN | ADJ
8482,GO:0071381,cellular response to prostaglandin F stimulus,ADJ | NOUN | ADP | NOUN | NOUN | NOUN
8483,GO:1904564,Nbp35-Cfd1 ATPase complex,NOUN | NOUN | NOUN
8484,GO:0015421,ABC-type oligopeptide transporter activity,NOUN | NOUN | NOUN | NOUN
8485,GO:1900607,tensidol B catabolic process,NOUN | NOUN | ADJ | NOUN
8486,GO:0042458,nopaline catabolic process to proline,ADJ | ADJ | NOUN | PART | VERB
8487,GO:0004438,phosphatidylinositol-3-phosphatase activity,NOUN | NOUN
8488,GO:0015495,gamma-aminobutyric acid:proton symporter activity,ADJ | NOUN | NOUN | NOUN
8489,GO:0034969,histone arginine methylation,NOUN | NOUN | NOUN
8490,GO:0061058,regulation of peptidoglycan recognition protein signaling pathway,NOUN | ADP | NOUN | NOUN | NOUN | NOUN | NOUN
8491,GO:0106223,germacrene A hydroxylase activity,NOUN | DET | NOUN | NOUN
8492,GO:0035067,negative regulation of histone acetylation,ADJ | NOUN | ADP | NOUN | NOUN
8493,GO:0035350,FAD transmembrane transport,NOUN | NOUN | NOUN
8494,GO:1900186,negative regulation of clathrin-dependent endocytosis,ADJ | NOUN | ADP | NOUN | NOUN
8495,GO:0009635,response to herbicide,NOUN | ADP | NOUN
8496,GO:0034923,"phenanthrene-4,5-dicarboxylate decarboxylase activity",NOUN | NOUN | NOUN
8497,GO:1900751,4-(trimethylammonio)butanoate transport,NOUN | NOUN
8498,GO:0038038,G protein-coupled receptor homodimeric complex,NOUN | VERB | NOUN | ADJ | NOUN
8499,GO:0009543,chloroplast thylakoid lumen,NOUN | NOUN | NOUN
8500,GO:0051598,meiotic recombination checkpoint signaling,ADJ | NOUN | NOUN | NOUN
8501,GO:0033194,response to hydroperoxide,NOUN | ADP | NOUN
8502,GO:0031216,neopullulanase activity,ADJ | NOUN
8503,GO:0001508,action potential,NOUN | ADJ
8504,GO:0010556,regulation of macromolecule biosynthetic process,NOUN | ADP | NOUN | ADJ | NOUN
8505,GO:0070765,gamma-secretase complex,NOUN | ADJ
8506,GO:0044299,C-fiber,NOUN
8507,GO:0036033,mediator complex binding,NOUN | ADJ | NOUN
8508,GO:0050322,taurine-2-oxoglutarate transaminase activity,NOUN | NOUN | NOUN
8509,GO:0010913,regulation of sterigmatocystin biosynthetic process,NOUN | ADP | NOUN | ADJ | NOUN
8510,GO:0032043,mitochondrial DNA catabolic process,ADJ | NOUN | ADJ | NOUN
8511,GO:0048639,positive regulation of developmental growth,ADJ | NOUN | ADP | ADJ | NOUN
8512,GO:0043243,positive regulation of protein-containing complex disassembly,ADJ | NOUN | ADP | NOUN | NOUN | NOUN
8513,GO:0071403,cellular response to high density lipoprotein particle stimulus,ADJ | NOUN | ADP | ADJ | NOUN | NOUN | NOUN | NOUN
8514,GO:0106244,eupatolide synthase activity,NOUN | NOUN | NOUN
8515,GO:0001831,trophectodermal cellular morphogenesis,ADJ | ADJ | NOUN
8516,GO:1901865,capsorubin catabolic process,NOUN | ADJ | NOUN
8517,GO:0050145,nucleoside monophosphate kinase activity,NOUN | NOUN | NOUN | NOUN
8518,GO:0072054,renal outer medulla development,ADJ | ADJ | NOUN | NOUN
8519,GO:0043392,negative regulation of DNA binding,ADJ | NOUN | ADP | NOUN | NOUN
8520,GO:0009723,response to ethylene,NOUN | ADP | NOUN
8521,GO:0030874,nucleolar chromatin,ADJ | NOUN
8522,GO:0090183,regulation of kidney development,NOUN | ADP | NOUN | NOUN
8523,GO:0098004,virus tail fiber assembly,NOUN | NOUN | NOUN | NOUN
8524,GO:1902489,hepatoblast apoptotic process,ADJ | ADJ | NOUN
8525,GO:0019670,anaerobic glutamate catabolic process,ADJ | NOUN | ADJ | NOUN
8526,GO:0005666,RNA polymerase III complex,NOUN | NOUN | NUM | NOUN
8527,GO:0033395,beta-alanine biosynthetic process via 3-hydroxypropionate,NOUN | ADJ | NOUN | ADP | NOUN
8528,GO:0017136,NAD-dependent histone deacetylase activity,NOUN | NOUN | NOUN | NOUN
8529,GO:0009877,nodulation,NOUN
8530,GO:0070584,mitochondrion morphogenesis,NOUN | NOUN
8531,GO:0097208,alveolar lamellar body,ADJ | ADJ | NOUN
8532,GO:0030305,heparanase activity,NOUN | NOUN
8533,GO:0034897,"4-(1-ethyl-1,4-dimethyl-pentyl)phenol monooxygenase activity",NOUN | NOUN | NOUN
8534,GO:0030613,"oxidoreductase activity, acting on phosphorus or arsenic in donors",NOUN | NOUN | VERB | ADP | NOUN | CCONJ | NOUN | ADP | NOUN
8535,GO:0099113,negative regulation of presynaptic cytosolic calcium concentration,ADJ | NOUN | ADP | ADJ | ADJ | NOUN | NOUN
8536,GO:1900961,positive regulation of 17-methylnonadec-1-ene metabolic process,ADJ | NOUN | ADP | NOUN | ADJ | NOUN
8537,GO:0003049,regulation of systemic arterial blood pressure by capillary fluid shift,NOUN | ADP | ADJ | ADJ | NOUN | NOUN | ADP | ADJ | NOUN | NOUN
8538,GO:0019543,propionate catabolic process,ADJ | ADJ | NOUN
8539,GO:0032767,copper-dependent protein binding,NOUN | NOUN | ADJ
8540,GO:0007474,imaginal disc-derived wing vein specification,ADJ | NOUN | NOUN | NOUN | NOUN
8541,GO:0015676,vanadium ion transport,NOUN | NOUN | NOUN
8542,GO:0072264,metanephric glomerular endothelium development,ADJ | ADJ | NOUN | NOUN
8543,GO:0031440,regulation of mRNA 3'-end processing,NOUN | ADP | NOUN | NOUN | NOUN
8544,GO:1902177,positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,ADJ | NOUN | ADP | ADJ | NOUN | ADJ | ADJ | NOUN | NOUN
8545,GO:0031841,neuropeptide Y receptor binding,NOUN | NOUN | NOUN | VERB
8546,GO:1900574,emodin catabolic process,NOUN | ADJ | NOUN
8547,GO:0042009,interleukin-15 binding,NOUN | NOUN
8548,GO:0008675,2-dehydro-3-deoxy-phosphogluconate aldolase activity,NOUN | NOUN | NOUN
8549,GO:0042474,middle ear morphogenesis,ADJ | NOUN | NOUN
8550,GO:0050014,ketotetrose-phosphate aldolase activity,NOUN | NOUN | NOUN
8551,GO:2000217,regulation of invasive growth in response to glucose limitation,NOUN | ADP | ADJ | NOUN | ADP | NOUN | ADP | NOUN | NOUN
8552,GO:0060737,prostate gland morphogenetic growth,NOUN | NOUN | ADJ | NOUN
8553,GO:0065010,extracellular membrane-bounded organelle,ADJ | VERB | NOUN
8554,GO:0051457,maintenance of protein location in nucleus,NOUN | ADP | NOUN | NOUN | ADP | NOUN
8555,GO:0003829,"beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity",NOUN | NOUN | NOUN
8556,GO:2000058,regulation of ubiquitin-dependent protein catabolic process,NOUN | ADP | ADJ | NOUN | ADJ | NOUN
8557,GO:1901878,positive regulation of calcium ion binding,ADJ | NOUN | ADP | NOUN | NOUN | NOUN
8558,GO:0018316,peptide cross-linking via L-cystine,ADJ | NOUN | ADP | NOUN
8559,GO:0050613,delta14-sterol reductase activity,NOUN | NOUN | NOUN
8560,GO:1901296,negative regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment,ADJ | NOUN | ADP | ADJ | NOUN | NOUN | NOUN | VERB | ADP | ADJ | NOUN | NOUN | NOUN | NOUN
8561,GO:0030633,D-alanine family amino acid catabolic process,NOUN | NOUN | NOUN | NOUN | ADJ | NOUN
8562,GO:1904908,"negative regulation of maintenance of mitotic sister chromatid cohesion, telomeric",ADJ | NOUN | ADP | NOUN | ADP | ADJ | NOUN | NOUN | NOUN | NOUN
8563,GO:0005021,vascular endothelial growth factor-activated receptor activity,ADJ | ADJ | NOUN | NOUN | NOUN | NOUN
8564,GO:0005368,taurine transmembrane transporter activity,NOUN | NOUN | NOUN | NOUN
8565,GO:0009219,pyrimidine deoxyribonucleotide metabolic process,NOUN | NOUN | ADJ | NOUN
8566,GO:0097110,scaffold protein binding,NOUN | NOUN | NOUN
8567,GO:0018895,dibenzothiophene metabolic process,NOUN | ADJ | NOUN
8568,GO:0140407,L-alanine:proton antiporter activity,NOUN | NOUN | NOUN
8569,GO:0046391,5-phosphoribose 1-diphosphate metabolic process,NOUN | NOUN | ADJ | NOUN
8570,GO:1902584,positive regulation of response to water deprivation,ADJ | NOUN | ADP | NOUN | ADP | NOUN | NOUN
8571,GO:0043670,foot layer,NOUN | NOUN
8572,GO:1901346,negative regulation of vasculature development involved in avascular cornea development in camera-type eye,ADJ | NOUN | ADP | NOUN | NOUN | VERB | ADP | ADJ | NOUN | NOUN | ADP | NOUN | NOUN
8573,GO:0031898,chromoplast envelope,NOUN | NOUN
8574,GO:0044849,estrous cycle,ADJ | NOUN
8575,GO:0003336,corneocyte desquamation,NOUN | NOUN
8576,GO:0046701,insecticide catabolic process,NOUN | ADJ | NOUN
8577,GO:0016056,rhodopsin mediated signaling pathway,NOUN | VERB | NOUN | NOUN
8578,GO:1901188,negative regulation of ephrin receptor signaling pathway,ADJ | NOUN | ADP | NOUN | NOUN | NOUN | NOUN
8579,GO:0106260,DNA-DNA tethering activity,NOUN | NOUN | NOUN
8580,GO:0048481,plant ovule development,NOUN | NOUN | NOUN
8581,GO:0009044,"xylan 1,4-beta-xylosidase activity",NOUN | NOUN | NOUN
8582,GO:0002918,negative regulation of peripheral B cell anergy,ADJ | NOUN | ADP | ADJ | NOUN | NOUN | NOUN
8583,GO:0060003,copper ion export,NOUN | NOUN | NOUN
8584,GO:1904911,negative regulation of establishment of RNA localization to telomere,ADJ | NOUN | ADP | NOUN | ADP | NOUN | NOUN | ADP | NOUN
8585,GO:0008017,microtubule binding,NOUN | NOUN
8586,GO:0110110,positive regulation of animal organ morphogenesis,ADJ | NOUN | ADP | NOUN | NOUN | NOUN
8587,GO:1902050,neosartoricin biosynthetic process,ADJ | ADJ | NOUN
8588,GO:0110023,negative regulation of cardiac muscle myoblast proliferation,ADJ | NOUN | ADP | ADJ | NOUN | NOUN | NOUN
8589,GO:0060142,regulation of syncytium formation by plasma membrane fusion,NOUN | ADP | NOUN | NOUN | ADP | NOUN | NOUN | NOUN
8590,GO:0044198,zf-TRAF domain binding,NOUN | NOUN | ADJ
8591,GO:1990555,mitochondrial oxaloacetate transmembrane transport,ADJ | NOUN | NOUN | NOUN
8592,GO:1990769,proximal neuron projection,ADJ | NOUN | NOUN
8593,GO:0035841,new growing cell tip,ADJ | NOUN | NOUN | NOUN
8594,GO:0070481,"nuclear-transcribed mRNA catabolic process, non-stop decay",VERB | NOUN | ADJ | NOUN | ADJ | NOUN
8595,GO:0038180,nerve growth factor signaling pathway,ADJ | NOUN | NOUN | NOUN | NOUN
8596,GO:0045625,regulation of T-helper 1 cell differentiation,NOUN | ADP | NOUN | NUM | NOUN | NOUN
8597,GO:0090491,"N-hydroxy-L-tryptophan,NADPH:oxygen oxidoreductase (N-hydroxylating)",NOUN | NOUN | NOUN
8598,GO:1901604,dethiobiotin transmembrane transporter activity,NOUN | NOUN | NOUN | NOUN
8599,GO:0021651,rhombomere 1 morphogenesis,NOUN | NUM | NOUN
8600,GO:0070137,ubiquitin-like protein-specific endopeptidase activity,ADJ | ADJ | NOUN | NOUN
8601,GO:0005637,nuclear inner membrane,ADJ | ADJ | NOUN
8602,GO:0002866,positive regulation of acute inflammatory response to antigenic stimulus,ADJ | NOUN | ADP | ADJ | ADJ | NOUN | ADP | ADJ | NOUN
8603,GO:0051587,inhibition of dopamine uptake involved in synaptic transmission,NOUN | ADP | NOUN | NOUN | VERB | ADP | ADJ | NOUN
8604,GO:0016155,formyltetrahydrofolate dehydrogenase activity,NOUN | NOUN | NOUN
8605,GO:0043291,RAVE complex,NOUN | NOUN
8606,GO:0086059,voltage-gated calcium channel activity involved SA node cell action potential,ADJ | NOUN | NOUN | NOUN | VERB | NOUN | NOUN | NOUN | NOUN | NOUN
8607,GO:0005319,lipid transporter activity,ADJ | NOUN | NOUN
8608,GO:0090182,regulation of secretion of lysosomal enzymes,NOUN | ADP | NOUN | ADP | ADJ | NOUN
8609,GO:0038102,activin receptor antagonist activity,NOUN | NOUN | ADJ | NOUN
8610,GO:1900699,negative regulation of o-orsellinic acid biosynthetic process,ADJ | NOUN | ADP | NOUN | NOUN | ADJ | NOUN
8611,GO:0051747,cytosine C-5 DNA demethylase activity,NOUN | NOUN | NOUN | NOUN | NOUN
8612,GO:0000428,DNA-directed RNA polymerase complex,VERB | NOUN | NOUN | NOUN
8613,GO:0052091,modulation of nutrient release by host,NOUN | ADP | NOUN | NOUN | ADP | NOUN
8614,GO:0071052,alpha9-beta1 integrin-ADAM1 complex,NOUN | NOUN | NOUN
8615,GO:1904934,negative regulation of cell proliferation in midbrain,ADJ | NOUN | ADP | NOUN | NOUN | ADP | NOUN
8616,GO:0071389,cellular response to mineralocorticoid stimulus,ADJ | NOUN | ADP | NOUN | NOUN
8617,GO:0150045,regulation of synaptic signaling by nitric oxide,NOUN | ADP | ADJ | NOUN | ADP | NOUN | NOUN
8618,GO:0004805,trehalose-phosphatase activity,NOUN | NOUN
8619,GO:0070888,E-box binding,NOUN | NOUN
8620,GO:0102888,delta-cuprenene synthase activity,NOUN | NOUN | NOUN
8621,GO:0110128,phloem sucrose unloading,NOUN | NOUN | NOUN
8622,GO:0043505,CENP-A containing nucleosome,NOUN | VERB | NOUN
8623,GO:0046548,retinal rod cell development,ADJ | NOUN | NOUN | NOUN
8624,GO:0051203,peptidyl-aspartic acid reduction to form L-aspartyl aldehyde,ADJ | NOUN | NOUN | PART | VERB | NOUN | NOUN
8625,GO:0051733,polydeoxyribonucleotide kinase activity,NOUN | NOUN | NOUN
8626,GO:0002255,tissue kallikrein-kinin cascade,NOUN | NOUN | NOUN
8627,GO:0032195,post-lysosomal vacuole,ADJ | NOUN
8628,GO:0006089,lactate metabolic process,ADJ | ADJ | NOUN
8629,GO:1902017,regulation of cilium assembly,NOUN | ADP | NOUN | NOUN
8630,GO:0050909,sensory perception of taste,ADJ | NOUN | ADP | NOUN
8631,GO:0021736,globose nucleus development,ADJ | NOUN | NOUN
8632,GO:0046972,histone acetyltransferase activity (H4-K16 specific),NOUN | NOUN | NOUN | NOUN | ADJ
8633,GO:0046825,regulation of protein export from nucleus,NOUN | ADP | NOUN | NOUN | ADP | NOUN
8634,GO:0032162,mating projection septin band,VERB | NOUN | NOUN | NOUN
8635,GO:1904750,negative regulation of protein localization to nucleolus,ADJ | NOUN | ADP | NOUN | NOUN | ADP | NOUN
8636,GO:0036159,inner dynein arm assembly,ADJ | NOUN | NOUN | NOUN
8637,GO:0070929,trans-translation,NOUN
8638,GO:0043824,succinylglutamate-semialdehyde dehydrogenase activity,NOUN | NOUN | NOUN
8639,GO:1990930,mRNA N1-methyladenosine dioxygenase activity,NOUN | NOUN | NOUN | NOUN
8640,GO:0047472,"3-carboxy-cis,cis-muconate cycloisomerase activity",NOUN | NOUN | NOUN
8641,GO:0045766,positive regulation of angiogenesis,ADJ | NOUN | ADP | NOUN
8642,GO:0090582,protein-phosphocysteine-D-fructose-phosphotransferase system transporter activity,NOUN | NOUN | NOUN | NOUN
8643,GO:0070638,pyridine nucleoside catabolic process,NOUN | NOUN | ADJ | NOUN
8644,GO:0071832,peptide pheromone export involved in regulation of conjugation,NOUN | NOUN | NOUN | VERB | ADP | NOUN | ADP | NOUN
8645,GO:0022620,vegetative cell differentiation,ADJ | NOUN | NOUN
8646,GO:1990193,BtuCD complex,NOUN | NOUN
8647,GO:0072058,outer stripe development,ADJ | NOUN | NOUN
8648,GO:0048738,cardiac muscle tissue development,ADJ | NOUN | NOUN | NOUN
8649,GO:0070390,transcription export complex 2,NOUN | NOUN | NOUN | NUM
8650,GO:0032281,AMPA glutamate receptor complex,NOUN | NOUN | NOUN | NOUN
8651,GO:0090675,intermicrovillar adhesion,ADJ | NOUN
8652,GO:0004952,dopamine neurotransmitter receptor activity,NOUN | NOUN | NOUN | NOUN
8653,GO:0060313,negative regulation of blood vessel remodeling,ADJ | NOUN | ADP | NOUN | NOUN | NOUN
8654,GO:0030436,asexual sporulation,ADJ | NOUN
8655,GO:0097717,copper ion transport across blood-cerebrospinal fluid barrier,NOUN | NOUN | NOUN | ADP | ADJ | NOUN | NOUN
8656,GO:0031157,regulation of aggregate size involved in sorocarp development,NOUN | ADP | ADJ | NOUN | VERB | ADP | NOUN | NOUN
8657,GO:0047816,D-arabinose 1-dehydrogenase (NAD+) activity,NOUN | NOUN | NOUN | NOUN
8658,GO:0071323,cellular response to chitin,ADJ | NOUN | ADP | NOUN
8659,GO:0042420,dopamine catabolic process,NOUN | ADJ | NOUN
8660,GO:0090204,protein localization to nuclear pore,NOUN | NOUN | ADP | ADJ | NOUN
8661,GO:0007390,germ-band shortening,NOUN | NOUN
8662,GO:0016107,sesquiterpenoid catabolic process,ADJ | ADJ | NOUN
8663,GO:1990523,bone regeneration,NOUN | NOUN
8664,GO:2000907,negative regulation of glucomannan catabolic process,ADJ | NOUN | ADP | ADJ | ADJ | NOUN
8665,GO:0052763,ulvan lyase activity,ADJ | NOUN | NOUN
8666,GO:0047666,ammonia kinase activity,NOUN | NOUN | NOUN
8667,GO:0030627,pre-mRNA 5'-splice site binding,NOUN | NOUN | NOUN | NOUN
8668,GO:1902001,fatty acid transmembrane transport,ADJ | NOUN | NOUN | NOUN
8669,GO:0004822,isoleucine-tRNA ligase activity,NOUN | NOUN | NOUN
8670,GO:0021928,basket cell precursor proliferation,NOUN | NOUN | NOUN | NOUN
8671,GO:0075315,positive regulation of basidium development,ADJ | NOUN | ADP | NOUN | NOUN
8672,GO:0150152,negative regulation of interleukin-17A production,ADJ | NOUN | ADP | NOUN | NOUN
8673,GO:0005366,myo-inositol:proton symporter activity,NOUN | NOUN | NOUN
8674,GO:0004072,aspartate kinase activity,NOUN | NOUN | NOUN
8675,GO:0035157,negative regulation of fusion cell fate specification,ADJ | NOUN | ADP | NOUN | NOUN | NOUN | NOUN
8676,GO:0070557,PCNA-p21 complex,PROPN | NOUN
8677,GO:0019381,atrazine catabolic process,NOUN | ADJ | NOUN
8678,GO:0042589,zymogen granule membrane,NOUN | NOUN | NOUN
8679,GO:0034911,"phthalate 3,4-dioxygenase activity",NOUN | NOUN | NOUN
8680,GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,ADJ | NOUN | ADP | NOUN | NOUN | NOUN
8681,GO:0032823,regulation of natural killer cell differentiation,NOUN | ADP | ADJ | NOUN | NOUN | NOUN
8682,GO:0007224,smoothened signaling pathway,ADJ | NOUN | NOUN
8683,GO:0061274,mesonephric distal tubule development,ADJ | ADJ | ADJ | NOUN
8684,GO:0150020,basal dendrite arborization,ADJ | ADJ | NOUN
8685,GO:0061423,positive regulation of sodium ion transport by positive regulation of transcription from RNA polymerase II promoter,ADJ | NOUN | ADP | NOUN | NOUN | NOUN | ADP | ADJ | NOUN | ADP | NOUN | ADP | NOUN | NOUN | NOUN | NOUN
8686,GO:0015081,sodium ion transmembrane transporter activity,NOUN | NOUN | NOUN | NOUN | NOUN
8687,GO:1900735,positive regulation of flocculation,ADJ | NOUN | ADP | NOUN
8688,GO:0033875,ribonucleoside bisphosphate metabolic process,NOUN | NOUN | ADJ | NOUN
8689,GO:0044743,protein transmembrane import into intracellular organelle,NOUN | NOUN | NOUN | ADP | ADJ | NOUN
8690,GO:0060459,left lung development,ADJ | NOUN | NOUN
8691,GO:0071465,cellular response to desiccation,ADJ | NOUN | ADP | NOUN
8692,GO:0071885,N-terminal protein N-methyltransferase activity,ADJ | NOUN | NOUN | NOUN
8693,GO:0102493,wogonin 7-O-glucosyltransferase activity,NOUN | NOUN | NOUN
8694,GO:0055113,epiboly involved in gastrulation with mouth forming second,NOUN | VERB | ADP | NOUN | ADP | NOUN | VERB | ADV
8695,GO:0009248,K antigen biosynthetic process,NOUN | NOUN | ADJ | NOUN
8696,GO:0019596,mandelate catabolic process,ADJ | ADJ | NOUN
8697,GO:0046184,aldehyde biosynthetic process,NOUN | ADJ | NOUN
8698,GO:0044196,host cell nucleolus,NOUN | NOUN | NOUN
8699,GO:0044379,protein localization to actin cortical patch,NOUN | NOUN | ADP | NOUN | ADJ | NOUN
8700,GO:0051593,response to folic acid,NOUN | ADP | NOUN | NOUN
8701,GO:0018049,C-terminal peptidyl-serine amidation,ADJ | NOUN | NOUN
8702,GO:0043974,histone H3-K27 acetylation,NOUN | NOUN | NOUN
8703,GO:0002643,regulation of tolerance induction,NOUN | ADP | NOUN | NOUN
8704,GO:0015561,rhamnose:proton symporter activity,NOUN | NOUN | NOUN
8705,GO:0004099,chitin deacetylase activity,NOUN | NOUN | NOUN
8706,GO:0017025,TBP-class protein binding,NOUN | NOUN | ADJ
8707,GO:0030038,contractile actin filament bundle assembly,ADJ | NOUN | NOUN | NOUN | NOUN
8708,GO:0007415,defasciculation of motor neuron axon,NOUN | ADP | NOUN | NOUN | NOUN
8709,GO:0031102,neuron projection regeneration,NOUN | NOUN | NOUN
8710,GO:0016560,"protein import into peroxisome matrix, docking",NOUN | NOUN | ADP | ADJ | NOUN | NOUN
8711,GO:0103103,UDP-glucose: 9-methylthiononylhydroximate S-glucosyltransferase activity,NOUN | NOUN | NOUN | NOUN
8712,GO:0010964,regulation of heterochromatin assembly by small RNA,NOUN | ADP | NOUN | NOUN | ADP | ADJ | NOUN
8713,GO:2001266,Roundabout signaling pathway involved in axon guidance,ADJ | NOUN | NOUN | VERB | ADP | NOUN | NOUN
8714,GO:0002953,5'-deoxynucleotidase activity,NOUN | NOUN
8715,GO:0047777,(S)-citramalyl-CoA lyase activity,NOUN | NOUN | NOUN
8716,GO:1905378,cellular response to D-galactose,ADJ | NOUN | ADP | NOUN
8717,GO:0034814,"7,8-dihydroxy benzo(a)pyrene dioxygenase activity",NOUN | NOUN | NOUN | NOUN
8718,GO:0051260,protein homooligomerization,NOUN | NOUN
8719,GO:0097408,fibrillary inclusion,ADJ | NOUN
8720,GO:0042880,D-glucuronate transmembrane transporter activity,NOUN | NOUN | NOUN | NOUN
8721,GO:0009373,regulation of transcription by pheromones,NOUN | ADP | NOUN | ADP | NOUN
8722,GO:0075307,positive regulation of conidium formation,ADJ | NOUN | ADP | NOUN | NOUN
8723,GO:0010104,regulation of ethylene-activated signaling pathway,NOUN | ADP | NOUN | NOUN | NOUN
8724,GO:0031053,primary miRNA processing,ADJ | NOUN | NOUN
